Sample code,Depth (cm),Soil type,Mg,P,K,Ca,Ti,Li,Be,Al,V ,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Mo,Ag,Cd,Cs,Ba,Tl,Pb,U
,,,(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg)
A1.1,10,ADE,510.4922733,2018.905633,594.6792,3032.604545,1202.960562,3.979464302,0.282164368,35684.86228,65.68224666,35.30258331,460.5138112,28565.95427,1.30778392,5.297052891,14.96294393,69.76522589,5.7346225,1.081249213,6.949057336,41.63027172,1.095637281,0.130257665,1.365656925,0.796941691,125.109235,0.116723026,8.472733753,1.814081538
A1.2,20,ADE,534.9382597,2370.502266,709.001019,2975.181374,1347.406702,4.542636673,0.33331921,41518.47905,71.97148789,38.88185066,486.6294084,31875.71612,1.44801816,9.896631021,19.04070974,82.60165565,6.159512312,1.073209738,8.191022876,45.00440374,1.06601113,0.129621171,1.67220213,0.959262051,150.9962864,0.128936654,9.182838852,1.92341054
A1.3,30,ADE,528.1293599,3018.983191,780.9193627,4027.391727,1048.768749,5.088602396,0.343972062,45071.18155,80.33312759,42.08837257,443.4803011,35107.67137,1.402907587,7.243460476,21.22463324,93.05562547,6.27419874,0.930474899,8.229086096,55.28762088,1.043000512,0.117305107,2.010435676,0.889621558,178.8601324,0.131281904,9.928182847,1.84684921
A1.4,40,ADE,525.7222774,3153.514304,725.7168547,3803.833723,1201.28347,4.91476745,0.337661462,50985.20192,87.03761027,44.72237367,409.9929763,38231.68954,1.32438612,8.721392647,20.13543269,86.32971435,7.422358182,0.988334188,7.606065553,54.92161484,2.320134717,0.123777175,1.698875773,0.88966253,149.4745821,0.114918884,10.38685988,1.7547987
A1.5,50,ADE,413.2105085,2891.469205,670.2453746,2744.90331,1467.875212,4.637707372,0.321804109,53629.11802,98.5258085,48.91185602,314.3075017,41740.69245,1.25383241,6.091007981,16.30841279,68.14155587,9.196952452,1.116903337,6.512236004,51.49435515,1.420928724,0.129094661,1.339332062,0.763548001,126.5036372,0.099627805,11.51804913,2.057746405
A1.6,60,ADE,415.2197393,3673.353784,615.2658891,3034.287754,881.673768,4.087623979,0.303877605,55299.44019,95.12736106,48.62028577,283.4519285,41598.56028,1.107826062,8.241259583,15.20383354,62.18558403,6.673231257,0.826719269,6.404751526,68.61524303,1.222035154,0.106185807,1.098873305,0.678380898,164.9613476,0.090709889,10.37398208,1.87693477
A1.7,70,ADE,395.7707478,2660.360102,577.6140036,2683.56154,1378.149779,3.955844187,0.302930921,59454.07474,103.1377396,50.57178635,279.6810627,44031.36646,1.143403976,9.547841336,14.76494411,57.2800795,9.93524551,1.118947286,6.612820823,50.68187624,1.428520276,0.114062184,0.962687571,0.721810661,110.3725509,0.084940873,10.67871842,1.934040874
A1.8,80,ADE,263.1737082,2153.525019,267.7142609,1348.532654,1541.38139,2.610621456,0.26433682,71151.65173,125.4022719,59.23527238,156.9042123,52206.92625,0.814583247,10.65367648,7.190656992,30.93975817,12.26426603,1.488696471,3.230115785,42.19491896,2.016333045,0.118948048,0.441656144,0.346995802,70.07819275,0.043209464,12.13461957,2.320953232
A1.9,90,ADE,236.4303888,2339.254221,351.1651528,1401.701052,1552.073767,2.632935293,0.284379507,71419.95098,126.7568234,61.34122302,171.4413068,53031.83891,1.210015436,4.260407257,8.513913543,32.04054704,12.41931863,1.451396807,3.563581658,47.02436668,1.966995401,0.119566877,0.5284395,0.385603542,88.16247948,0.052182773,13.29752895,2.125725953
A1.10,100,ADE,176.8462558,1772.870796,153.7852594,650.2000052,1598.19687,1.836788855,0.248609149,74942.32508,134.7247567,63.49858549,112.9393312,55794.96892,0.705051018,4.4052122,3.856599829,16.03030669,13.39020349,1.482679549,1.684411433,36.99999933,1.809547304,0.106806976,0.196226194,0.170004958,54.69789004,0.033087847,12.46863739,2.135285629
A2.1,10,ADE,776.5331559,1826.678914,627.71392,4572.132272,1264.392711,3.51772984,0.253624743,32294.27404,63.21828932,36.65731035,465.4591229,28059.2334,1.326026882,6.31551993,14.76779866,65.75474208,5.710497245,1.008523117,8.654979788,46.66587508,0.887468263,0.096718062,1.167423052,0.731355705,149.4450325,0.135749477,7.227169604,1.64935641
A2.2,20,ADE,750.8190949,2036.501338,782.8155358,3524.360332,1427.536064,4.339628624,0.310245056,39183.99247,74.48114558,39.16093484,532.5034807,32566.7089,1.59877781,5.740610426,16.38255667,75.91812194,6.66408022,1.162761138,9.408742722,45.98242255,1.207260076,0.110703182,1.345819085,0.858530291,158.61006,0.144869711,8.505643431,2.049897102
A2.3,30,ADE,722.8105137,2777.046348,925.1951091,3535.877287,1439.013739,4.99153114,0.358986563,47514.63269,85.56985044,45.19899058,525.295987,37915.94378,1.703107253,15.55884327,20.88049599,87.99834663,7.604955343,1.011214222,10.66330107,51.68366408,1.108849939,0.107116531,1.756372474,0.953946791,181.2109765,0.146350054,9.565600637,1.949598002
A2.4,40,ADE,660.0632526,2775.332672,937.1239536,3588.373787,1478.716148,5.519023725,0.383277264,57784.26488,100.9414005,51.51481503,460.6937705,43889.24991,1.669055712,8.970303645,22.44880367,91.90203063,9.328460878,1.076728176,10.50095477,54.09543421,1.31993653,0.123240103,1.796739214,0.968112093,160.9630945,0.137604672,10.80271213,2.022802003
A2.5,50,ADE,685.2821621,3370.366964,1198.705217,3958.345659,1489.929523,6.12360777,0.411680451,55635.48564,100.4245381,51.50737335,490.7612753,43704.06034,1.878799346,9.996634823,24.22893519,104.12629,9.15903437,1.006066199,11.94345036,57.95005655,1.269590671,0.11095552,2.030342371,1.009635261,185.3162043,0.154961788,11.05438388,1.935143023
A2.6,60,ADE,603.9718107,3691.88764,1110.224083,4619.186291,1384.223272,6.270612139,0.416572162,59474.58284,103.6490819,52.29690959,501.8593666,45065.57076,1.827486454,9.529785393,26.25661772,109.3372232,9.215022576,1.0254535,11.81224783,63.20747536,1.291607154,0.123713624,2.180560679,1.008076494,183.2973327,0.153444766,11.34081576,1.874500245
A2.7,70,ADE,559.3242041,2932.50519,911.3587048,3478.935377,1508.234728,5.440945785,0.365511387,57836.17153,107.2934366,53.71689933,414.4748487,45695.08836,1.573006271,8.383220996,20.80646466,89.80852008,10.5294082,1.103841046,9.884702099,55.77095462,1.838739736,0.120624846,1.782210277,0.839136319,148.8830727,0.131236067,11.10686956,2.05881968
A2.8,80,ADE,493.4361383,2887.937976,981.4287556,3060.232791,1653.123935,5.469124628,0.377294422,64981.90219,116.4096133,57.37416427,382.6155024,49466.83309,1.598125685,8.20199221,19.11023395,80.35474607,11.25184881,1.144684873,10.27727627,54.21310333,1.605750852,0.115402078,1.874367675,0.865093344,142.7314756,0.123141045,12.05675252,2.139129823
A2.9,90,ADE,426.1835934,4764.615875,957.5113236,5649.078406,1520.687246,5.736297912,0.412547603,65064.65646,127.3560489,62.72404063,296.594174,51752.9834,1.49044903,7.088537463,16.08609163,78.24123249,10.9740245,1.207998569,7.899813448,56.46256697,2.110969591,0.115451164,2.392445336,0.619864124,143.0855316,0.115812653,12.80935049,2.157660849
A2.10,100,ADE,279.2023523,2391.304296,486.8939322,1707.687244,1671.214189,3.230470313,0.292109084,74215.14411,136.7061089,65.0903406,146.1685499,56165.77356,0.926210754,4.557453211,7.207128744,33.63770719,13.85759673,1.417482093,4.638405477,43.88245884,1.828946104,0.112225596,0.603667914,0.374427895,86.4635544,0.058627311,12.70648946,2.212261277
A3.1,10,ADE,315.9024376,1222.575684,444.2777877,1045.126406,1433.837973,2.792077211,0.198619923,38683.28725,69.03864016,36.88651277,371.6333765,30406.52974,1.050379888,3.393962859,11.15232636,39.1979552,6.642300625,1.059629264,5.248183503,27.76275456,0.886669985,0.098817635,0.686161509,0.630586968,74.71636157,0.08324271,7.030016554,1.790326235
A3.2,20,ADE,287.2767579,1183.813744,428.8611272,683.098095,1301.934588,2.751213312,0.211422345,41614.84602,73.90736818,39.44724134,334.5188652,32295.45494,1.000936981,4.694679694,10.28351097,39.00789899,7.107804427,1.092358325,4.899644006,27.55087305,0.993166309,0.084632173,0.727075324,0.590959027,74.7141133,0.082859537,7.247645938,1.744714317
A3.3,30,ADE,299.9271367,1324.951244,415.6692864,814.8471521,1588.015063,2.706053515,0.230255937,52562.88742,94.97119915,48.71011861,230.8147289,40487.91388,0.947361931,4.050528002,9.082123676,33.60747177,9.549221671,1.186418378,4.194045799,32.28779498,1.240342509,0.100995454,0.602292726,0.492627627,73.66601448,0.070594394,9.386748695,2.088045715
A3.4,40,ADE,320.2524172,1409.786643,343.7400761,568.7153139,1701.429065,2.600413206,0.257654882,68223.01523,121.9449892,59.79824465,151.9716965,51160.95467,0.81935053,3.570450646,8.296099325,27.62456407,12.41146845,1.416777581,3.940760306,34.88059584,1.610286284,0.103963667,0.397801378,0.416751593,66.4825263,0.04937201,10.90309611,2.161584109
A3.5,50,ADE,245.5778174,1530.712897,275.3215238,809.0676441,1622.739671,2.338847326,0.24610541,67393.53786,125.2172165,60.18548741,127.5086777,52494.22307,0.747121411,4.199609775,6.29408236,22.58041596,13.1326721,1.450930457,3.256181007,34.88590592,1.70177636,0.097924659,0.333297818,0.319312501,63.41311482,0.043678971,11.08260359,2.111074471
A3.6,60,ADE,173.3389364,1418.915834,225.2581966,459.4723762,1668.836632,2.150415096,0.237554862,77419.82926,136.2762303,65.38574114,92.59856108,57120.26371,0.699516015,3.215705225,5.007287117,15.8218863,14.4293474,1.537671813,3.158355426,36.42548937,1.814560722,0.094720108,0.246805499,0.292053069,55.83824702,0.038230683,11.84765304,2.112495626
A3.7,70,ADE,158.9670217,1416.860555,184.3148577,424.9030865,1817.778724,2.022088364,0.25400291,79156.16268,140.0628394,67.10515831,115.5437184,58632.61493,0.728692089,3.459000974,4.749029015,14.96460575,15.33710253,1.552349816,2.588967601,35.7527253,1.957994647,0.105550898,0.212197288,0.216267416,53.21464805,0.035026534,12.37525357,2.29022568
A3.8,80,ADE,206.7545615,1419.594954,152.6258618,645.4035144,1769.982042,1.849260631,0.238696392,79760.01583,140.3316707,67.27204045,97.58659689,59027.36989,0.685945659,3.217616224,5.047369911,14.66277011,15.48028567,1.56045559,2.394555586,36.92211178,1.894546107,0.090211613,0.140507939,0.165018365,49.65483626,0.026682286,12.02953652,2.156878298
A3.9,90,ADE,145.2409782,1470.788554,161.0160889,386.1245938,1940.00429,1.870319644,0.26450777,83182.21805,150.9604177,72.67257408,101.2832708,62663.02958,0.742366724,3.826971672,3.553984387,12.4338885,16.78408651,1.655145488,2.286547367,36.88137196,2.017803956,0.101427167,0.157400471,0.157001742,50.50508064,0.028932969,13.08417543,2.336896531
A3.10,100,ADE,187.4584348,1567.51377,147.2174965,667.5551032,1812.03996,1.74664158,0.236296401,82671.20391,146.9836249,70.76093167,86.7540581,61396.78995,0.666739002,3.84118957,3.63850688,59.66721146,16.55320159,1.573039149,2.215595006,37.73581894,1.997637595,0.101446131,0.109698067,0.145887042,49.23809032,0.025808874,12.63107615,2.223714062
A4.1,10,ADE,353.723434,1122.6767,395.4273027,1627.602076,1417.383315,2.615433393,0.192025975,33271.21444,60.93810732,36.94930451,357.2349113,26349.96299,0.982291746,4.262928869,9.486210786,37.34936105,5.81697929,0.926542149,4.842123445,30.49563738,0.903861623,0.091412614,0.615257368,0.533940032,77.58152318,0.072440773,6.669254641,1.928412506
A4.2,20,ADE,317.1007633,1165.747126,396.5081007,1016.466353,1601.523653,2.718606663,0.206006511,36485.69218,66.11023203,41.212314,357.6638411,28825.01056,1.049405876,3.288531285,9.571934603,38.001264,6.314416183,0.934272943,4.646944267,28.69762158,0.900682491,0.105034698,0.604289316,0.519089526,69.70471774,0.071764128,7.018061269,2.029253159
A4.3,30,ADE,607.3750137,2044.131338,1093.760389,980.521574,1583.272909,4.175469678,0.317265778,53554.00817,91.47236233,48.43198303,233.898215,38645.18162,1.294938894,6.191003607,10.29103549,39.78740401,8.815433572,0.999019144,10.34081425,33.49506967,1.981267109,0.096406157,0.484354318,0.893330305,92.02919663,0.085905433,9.147441258,2.100263631
A4.4,40,ADE,279.320918,1489.299894,351.598474,518.0115075,1789.794448,2.715079798,0.25857469,60902.74882,105.948811,52.76296293,197.6747838,44951.69532,0.933117037,5.457366332,7.012994981,26.42989461,10.5400182,1.096122044,4.128064992,31.76778595,1.614979048,0.105602956,0.357908093,0.443667226,55.0692171,0.051868328,9.661327094,2.147224959
A4.5,50,ADE,205.6594593,1271.486698,210.1800155,332.2725182,1564.943023,2.082230857,0.205146825,56238.81725,99.061102,48.58047521,150.552621,41848.33299,0.737029296,3.367764897,5.710847225,19.593455,10.32155205,0.976525842,2.696342098,27.8552783,3.062688111,0.083369564,0.278511012,0.288354033,39.74131769,0.038999213,8.625255835,1.874130688
A4.6,60,ADE,193.5756437,1313.122449,176.5803677,311.8340145,1641.246125,2.025086112,0.220319702,59045.42822,105.3676185,51.74624283,141.4478651,44796.65728,0.740512997,3.765520532,4.892605517,16.59660048,11.11473849,1.020879529,2.352241468,28.72132558,1.34445235,0.086508141,0.208175458,0.262829505,37.46250241,0.033797151,9.093713845,2.155875551
A4.7,70,ADE,278.8988053,1491.698315,181.5780178,595.4889762,1663.225847,1.938323261,0.205726285,59932.88903,110.4351476,52.77809901,130.3249825,45790.81428,0.711059907,3.013465427,4.272984517,18.44003453,11.43552844,1.034353695,2.438470927,30.48484478,1.360143214,0.094068518,0.191694425,0.254244952,40.95007392,0.036821465,9.405576009,2.074783373
A4.8,80,ADE,153.2097328,1252.640842,137.5840327,199.6727157,1564.919894,1.698937621,0.189632553,59410.78677,106.2162451,51.72479197,106.0703011,44824.68932,0.626629811,2.437546781,2.947811684,12.44209672,11.36555607,1.011347802,1.820460342,28.33142835,1.404158137,0.090794159,0.174591152,0.194768882,34.28576905,0.032015069,9.161779186,1.976984826
A4.9,90,ADE,173.831285,1360.048533,159.2900761,290.1260632,1890.279942,1.835750202,0.218364684,76390.96365,132.1031194,64.90260847,120.5618342,55760.61012,0.748053136,3.172196687,3.048455546,13.68498309,13.94930773,1.30711133,1.975605801,34.95709187,1.726695209,0.106791611,0.160047397,0.198935172,41.93989535,0.031191548,11.48600398,2.385923943
A4.10,100,ADE,176.4552199,1473.221969,143.2764848,315.2545599,1861.377677,1.70999721,0.249552322,87419.23022,149.5913994,72.54838024,82.32527878,63139.50579,0.671323676,3.691730196,2.350803476,11.69051984,16.21714151,1.511529358,1.895771506,38.30897906,1.955764811,0.104970496,0.119883666,0.173975548,44.44261906,0.028979163,12.59321979,2.5957432
A5.1,10,ADE,548.3961284,1309.456937,516.7132507,2577.805394,1490.899325,3.278530034,0.225630015,30499.48697,56.39227247,33.32994975,420.7417344,24653.16133,1.199150684,5.704377728,11.30545143,51.16897111,5.292880119,0.800520738,6.776368092,34.40120473,0.730870451,0.089824727,0.719908017,0.70598252,97.7977749,0.105348568,6.27127259,1.859431525
A5.2,20,ADE,514.374421,1442.767056,612.9980487,1878.741609,1704.050658,3.594982269,0.246712628,35607.94027,64.75526491,39.05317089,449.0458668,28472.58398,1.362744522,5.079091603,12.89296713,57.28937958,6.080512358,0.880954556,7.628286308,33.75296756,0.833232293,0.098914977,0.845735122,0.765733889,100.513273,0.105835779,7.44558115,2.273938044
A5.3,30,ADE,426.8084991,1577.465803,540.2326597,1013.675281,1487.242173,3.59615682,0.256312855,44579.63113,78.46374285,41.50846288,360.6519858,34371.27018,1.412330082,6.195873074,13.38053041,53.234873,7.352572915,0.840377815,6.390966712,30.89093288,0.982660541,0.093195274,0.759539352,0.6329925,96.43124942,0.086592519,8.064372319,1.861659123
A5.4,40,ADE,459.6324267,1767.517413,497.3489879,1126.291092,1591.066229,3.656631142,0.27031312,50560.43171,87.83605925,45.14807008,323.4596937,38597.86495,1.230421485,13.15191325,13.98092332,55.36397482,8.278509083,0.895884509,5.969337984,33.54848791,1.111459539,0.094764733,0.849410349,0.627887454,93.16943692,0.073682775,8.539542031,1.983153832
A5.5,50,ADE,357.8646135,1887.173794,472.3053832,849.2327936,1401.869312,3.353729001,0.240879214,50473.29718,86.38181715,44.10313667,283.1190038,37973.85672,1.101172125,5.086316498,13.44888426,51.07427417,8.250093995,0.86953616,5.668933865,32.92203856,1.066473599,0.090748107,0.821423788,0.566494608,102.0319327,0.065881858,8.224031188,1.76912974
A5.6,60,ADE,347.4080735,1958.935083,452.3404749,854.3497032,1389.422076,3.245496071,0.241728014,49517.21232,84.80970321,42.48754563,290.5851551,37260.57889,1.044377687,4.581612097,13.12258846,49.41960403,8.225604697,0.807490866,5.243727008,32.85333333,1.010431462,0.078941116,0.7812252,0.520936361,97.93832974,0.059082997,7.867902083,1.653979475
A5.7,70,ADE,390.54051,2117.934064,455.521753,1060.995637,1374.196919,3.25867429,0.246473324,51114.77549,89.82022149,44.86646049,308.2554445,39204.36379,1.206973107,4.641385247,13.52654211,50.91794217,8.515345916,0.872445528,5.398125295,35.09568489,1.090079477,0.083028337,0.780747859,0.561334211,102.8198871,0.063235269,8.284782553,1.611668783
A5.8,80,ADE,285.6561222,1756.733687,393.1883471,586.2565098,1563.431966,2.998416089,0.245676021,57671.00047,100.4398004,49.61564391,253.5084898,43923.36251,1.003885864,4.060098218,10.43373186,38.8790209,10.00293543,1.000845044,4.450728402,34.31463893,1.302397205,0.09147566,0.599670055,0.442269782,81.09009925,0.053804893,9.092390277,1.970309877
A5.9,90,ADE,232.614023,1585.28596,198.5686473,594.5088458,1750.150769,2.273381524,0.231008905,72035.66915,127.2669657,62.03659331,142.3279439,53520.70028,0.781179817,4.86033799,5.19683214,23.62077613,13.64620339,1.325147016,2.143582003,36.04623232,1.673830777,0.098905027,0.312384042,0.232652953,54.72974207,0.034026432,10.88457849,2.17371606
A5.10,100,ADE,157.3790954,1373.516485,143.0422274,292.0762658,1936.107486,1.882500455,0.230472677,81597.37122,142.8062109,68.56432606,109.0368429,59986.93687,0.719118542,3.199223471,3.452699184,15.62074575,15.73723273,1.418575825,1.479289524,37.08262721,1.88843496,0.102279609,0.18046704,0.147735399,47.38422652,0.02644615,11.69999313,2.37120653
A6.1,10,Ulti,182.4220853,559.1424251,99.53468515,411.8406545,1399.407194,1.449895787,0.109352737,33819.32972,59.16426248,32.14760458,115.7539092,24865.78133,0.560674365,1.694644574,1.32091874,8.021001682,5.783070363,0.996236906,0.576931786,15.9740063,0.753084503,0.068598079,0.066203113,0.064659275,14.55873445,0.012902962,5.258432842,1.624710338
A6.2,20,Ulti,208.4285217,626.1031362,103.822857,366.0879106,1859.406308,1.783966662,0.137669946,42349.62211,70.31469523,40.38090592,159.1766679,29668.09984,0.669635616,1.470418125,1.667327483,8.880015935,6.587900634,1.166268991,0.674119808,19.46341249,0.908925087,0.093484283,0.081440187,0.077621907,17.13176525,0.013794181,6.63845667,2.03970091
A6.3,30,Ulti,149.4427548,566.6515115,113.5443367,136.436913,1967.829786,1.755506314,0.16404278,51710.69579,82.09303114,46.38820054,149.8373194,34598.01583,0.730740387,2.009955914,2.208679887,8.715554865,7.742422877,1.242482164,0.703879348,21.85720989,1.067003838,0.109051897,0.102024404,0.08819904,18.22790988,0.016737417,7.776121323,2.488989211
A6.4,40,Ulti,209.1476363,696.3997355,116.4111717,293.8078738,2219.206762,1.802181561,0.187988846,60679.98286,96.21293698,52.51560908,173.4615434,40225.28389,0.805310173,2.337959492,1.976404457,10.25915301,8.930675669,1.338630803,0.731980881,25.86467258,1.283634034,0.129223762,0.114213735,0.094136306,22.91365202,0.017575144,8.863734388,2.860331713
A6.5,50,Ulti,-4.529709938,6.019406041,13.36215675,28.21986296,18.08214926,0.048245566,0.009288726,1211.908124,0.831239498,-0.637717925,4.829241802,443.4575241,0.055103754,0.026208505,-0.328214247,0.008557891,0.060510729,-0.032309578,0.249657627,0.880727534,-0.052034218,-0.007816307,0.003506963,0.020230027,2.280360652,-0.000175304,0.015712481,0.013351234
A6.6,60,Ulti,241.2722996,785.8026325,136.1540316,399.5328518,2285.159482,2.000877404,0.207867941,71755.39218,114.141006,60.39050631,155.5225418,47576.07798,0.857364461,5.633372781,2.46343574,12.9257959,10.5642625,1.557556492,0.826987856,29.1634068,1.545305633,0.123694618,0.130627602,0.107067233,27.90517913,0.019272999,9.868059635,2.866972273
A6.7,70,Ulti,147.5286219,552.0270185,99.35061827,130.6548229,2062.998892,1.534776134,0.196285749,73419.57903,115.3057735,59.65247715,127.8559378,48709.35374,0.724478358,2.604039992,1.498825076,9.79753942,11.17924598,1.515917303,0.542160799,25.85963642,1.574213194,0.102851837,0.082775215,0.075319796,23.53453874,0.015533577,9.656596864,2.426561747
A6.8,80,Ulti,216.9448215,664.9714406,102.4205098,362.2730543,2230.202694,1.585349086,0.227367372,83106.35814,130.4399702,67.66995337,118.5048567,54463.39011,0.752396613,3.144591488,2.137668932,11.22531955,12.54939448,1.706686634,0.553600239,30.0143433,1.773834768,0.115601583,0.088251113,0.076823495,28.37683156,0.016671759,10.60782024,2.69991097
A6.9,90,Ulti,172.6842738,592.0983533,98.88961895,271.3371435,2068.557347,1.517263742,0.20226889,79463.42798,122.3122632,64.22395831,116.3343602,51528.09777,0.696423217,3.604250152,1.3666354,8.560332156,11.88320309,1.560215282,0.526516764,27.65059922,1.670666688,0.09816915,0.066974846,0.07778733,26.17996593,0.016464192,10.30604851,2.376426124
A6.10,100,Ulti,139.2944576,460.2747336,95.62090172,130.699695,2022.552866,1.45145873,0.209847363,82725.0286,125.9190572,64.61438542,98.2767243,52721.28902,0.676252668,2.585061817,1.137762363,6.610585373,12.2497989,1.701736436,0.526998043,27.03230872,1.696448154,0.101356361,0.068102784,0.077028342,25.49124147,0.016962111,10.3187613,2.346024332
A7.1,10,Ulti,150.142522,470.9130798,93.67842851,294.6437964,1644.218267,1.543514435,0.124815418,40680.94094,68.68219652,37.48528337,128.3940765,28569.47709,0.603910653,3.543738326,1.791235435,6.944908359,6.335618605,1.32116622,0.519929357,16.56881629,0.849253492,0.085294769,0.067167199,0.056473019,15.56367599,0.014170988,6.225818534,1.774710607
A7.2,20,Ulti,161.3171213,534.461294,89.96622446,342.3668855,1814.000577,1.461905587,0.146409724,50704.36761,82.60821224,44.60927968,134.9976139,34454.89023,0.642233431,3.020957802,2.060917543,9.711721157,7.714181104,1.6219424,0.50704807,20.62512608,1.091609227,0.094951169,0.08028907,0.057572455,18.29139042,0.014469655,7.469761109,2.145858643
A7.3,30,Ulti,89.00592874,231.3742358,71.90712762,54.06668009,2636.680363,1.084090559,0.122591078,52643.51201,84.76350765,44.67118047,129.2160351,44216.77571,0.625524587,0.564816908,1.065990226,6.216950817,8.070104876,1.729484832,0.526875469,18.89530903,1.401461967,0.053582846,0.084645097,0.072361007,18.68162273,0.009981926,5.726103262,1.666130908
A7.4,40,Ulti,210.0986509,614.5129199,100.5858222,398.5744014,2227.186659,1.640055752,0.176988415,66427.52669,105.1047661,56.23921691,146.7711046,43713.31577,0.786404409,4.258894726,1.61258751,9.261761005,9.834350165,1.794731075,0.53191856,26.60646759,1.389141273,0.120577156,0.105229353,0.070449492,23.50199766,0.015748607,9.206600894,2.706366591
A7.5,50,Ulti,186.0309313,595.2033551,97.66019459,397.2144607,2003.269012,1.554208414,0.173941058,64586.03228,102.7813046,54.45568084,127.6665857,43001.45822,0.716577127,3.099236768,3.974654994,9.305649256,9.689317687,1.786870295,0.519198625,25.36373032,1.42277864,0.115561255,0.086206657,0.061840367,22.68030364,0.016693996,8.897756596,2.554135523
A7.6,60,Ulti,169.4110112,525.1763035,94.36935486,346.2404141,1895.830972,1.39311504,0.179308204,69434.73379,108.4957102,56.13316404,105.4038161,45619.2985,0.638955655,2.930581743,1.923461207,7.803599109,10.40727819,1.715847782,0.470710454,25.8169937,1.42139196,0.099251031,0.081006673,0.060352428,23.19326753,0.013508907,8.833036062,2.422285532
A7.7,70,Ulti,126.363635,400.0666779,82.71472681,83.73041321,1873.832529,1.429699206,0.182019903,70021.48742,109.9573513,57.37171443,101.2300353,46131.04133,0.657273231,2.745847561,1.937144894,6.36211627,10.5333602,1.727706625,0.452884273,24.26102785,1.478877241,0.101448757,0.070966698,0.059749045,21.22066208,0.014559545,9.044761193,2.352593274
A7.8,80,Ulti,74.6214592,203.6890085,63.19894851,55.01814903,2510.062354,0.894737596,0.137768164,61350.81108,102.880037,53.25442516,88.58741881,52819.44007,0.546685383,0.986864507,2.666448955,6.638581322,9.773769925,1.671456754,0.4053214,18.67372113,1.777518623,0.077616779,0.092141435,0.068821825,23.25190331,0.010313781,6.675285627,1.736054406
A7.9,90,Ulti,207.8124812,590.1581605,107.5764986,421.2660283,2143.824346,1.510010371,0.199886719,76570.81779,118.8981752,62.84435087,120.9813219,49843.95364,0.764590486,6.962532733,2.452437591,69.22480756,11.53089214,1.780426937,0.465042576,27.68709941,1.758918068,0.112840798,0.090774321,0.068779262,25.95148419,0.015528602,10.12490313,2.57502812
A7.10,100,Ulti,139.6242113,410.9924157,96.74131436,121.8799338,2147.229412,1.486388904,0.207918806,85730.48593,128.4020211,66.65670315,107.2410535,53733.27629,0.731440953,3.586987271,4.723627958,7.863172808,12.48730537,1.740649715,0.50176697,28.47735776,1.777981962,0.105746363,0.088991419,0.069542415,24.93691993,0.014419869,10.48682558,2.434784583
A8.1,10,Ulti,124.6453367,443.1841655,77.10440198,361.4172297,1346.486334,1.394452508,0.101979418,33315.78104,58.63691148,30.21970126,105.9029043,24613.81208,0.483654328,8.485026154,1.223405685,4.245677323,5.683485845,1.022804866,0.480074438,14.12339897,0.720501559,0.064257488,0.046173966,0.044659509,12.63888231,0.008965813,4.841533097,1.469229522
A8.2,20,Ulti,128.7432936,385.8829289,89.31338512,111.0645236,1781.627117,1.513835827,0.144187064,49030.25263,79.63751473,41.92550037,128.9100955,33035.38068,0.640878918,2.030895115,1.56921002,5.789413945,7.349098351,1.456623595,0.463582998,18.93541533,1.039094699,0.091785974,0.070045207,0.054541877,15.3093873,0.013219508,6.852472357,2.058033678
A8.3,30,Ulti,125.1390192,397.8884489,84.48538307,86.3653069,2184.849714,1.640510587,0.154030283,55619.48832,93.72427603,52.05782516,157.5392574,38587.26378,0.769624584,1.957802193,2.674170366,6.535283297,8.644555641,1.679851325,0.455230745,20.63460288,1.261869403,0.106838041,0.083097717,0.057094491,17.51371156,0.01409119,8.354491007,2.397052143
A8.4,40,Ulti,125.2882777,399.9123452,88.55771236,85.6025633,2113.085973,1.557975805,0.164186475,59916.40974,98.81229923,53.12005468,141.6376437,40905.30623,0.736740634,1.857947388,2.067019775,6.643122783,9.135826092,1.685348009,0.465704304,22.08621856,1.372249106,0.11506498,0.08993773,0.058979909,19.10839714,0.014284952,8.746103822,2.585881445
A8.5,50,Ulti,118.5208729,396.0374017,77.37306913,82.34217688,1974.654331,1.563378201,0.171036699,62877.05637,99.82795341,52.59949891,127.5544253,41807.30484,0.684620368,1.892108443,1.70326403,6.011534874,9.357965675,1.660592307,0.436086068,22.45978069,1.287906549,0.11031256,0.065539695,0.054109622,18.65487318,0.01274721,8.505597337,2.414576313
A8.6,60,Ulti,140.7884921,400.7091729,86.12088637,179.6334709,2081.466642,1.494309723,0.184348026,68179.18862,111.2975772,57.66188701,131.4230849,46373.89813,0.726633104,2.547261934,3.211946993,19.54055433,10.22726967,1.820177993,0.437486208,23.71129091,1.537800795,0.121198024,0.082378353,0.055051242,21.10963167,0.013786142,9.55216592,2.440741562
