soil_type,Mg_mean,Mg_sd,P_mean,P_sd,K_mean,K_sd,Ca_mean,Ca_sd,Ti_mean,Ti_sd,Li_mean,Li_sd,Be_mean,Be_sd,Al_mean,Al_sd,V_mean,V_sd,Cr_mean,Cr_sd,Mn_mean,Mn_sd,Fe_mean,Fe_sd,Co_mean,Co_sd,Ni_mean,Ni_sd,Cu_mean,Cu_sd,Zn_mean,Zn_sd,As_mean,As_sd,Se_mean,Se_sd,Rb_mean,Rb_sd,Sr_mean,Sr_sd,Mo_mean,Mo_sd,Ag_mean,Ag_sd,Cd_mean,Cd_sd,Cs_mean,Cs_sd,Ba_mean,Ba_sd,Tl_mean,Tl_sd,Pb_mean,Pb_sd,U_mean,U_sd
ADE,323.0531918858667,149.3805683818406,1661.11179968,676.4990427535549,487.0932965297333,277.1996544167562,1306.3671139633334,1037.6024669803994,1780.5372542133334,288.39940202076957,3.0299933748,1.2608262601618687,0.23685565116,0.0704376718800444,55810.782367733336,14281.779542808954,94.9320884114,26.525425681080844,49.9440984606,11.359667497330944,261.46432785186664,122.01509510680548,43030.95615333333,9583.655485298494,1.03816951388,0.33195624657809664,4.898634670866667,2.3814062727956986,10.983689059733333,5.059358689585789,43.186684458353334,21.61530460544832,8.767410663493333,3.1253953559654564,1.0640300135,0.2133622089023932,5.736112231686667,2.7429117258705276,34.5465386286,9.205926054569854,1.4367283140933333,0.39954318272881467,0.06087137503666667,0.057184621897934065,0.7088337526933334,0.46216508248221705,0.5868100958133333,0.270674825949891,83.35693862326667,39.218507949189195,0.06726462412,0.03390222255148599,7.945452466226667,2.7089953008189305,1.83800461502,0.36776069146785983
Ultisol,108.24507787494666,32.65844118708981,318.49612617494,126.65217299939351,103.60713712986667,45.944996273863616,101.94293976386666,86.98575376759395,2072.599754361733,292.4996418682896,1.2895571062533333,0.2614320919940076,0.16302675912666667,0.04207802133023603,61386.31115936,13536.971776064784,97.09187818945334,21.93908761091163,51.0476230685,11.29948268802021,104.73425551341333,20.958377284207614,43489.80326756067,8490.109268475007,0.6319986892066667,0.10803532129130909,2.1171209415133334,1.322507027101012,1.5762564707933333,0.6603914860754697,8.236961733833333,5.534430820963719,8.701818867706667,2.368306094375807,1.4845208407066666,0.2993129203559022,0.5852272800933334,0.21823711647793287,19.69169569536,4.09147161556288,1.3647532013399999,0.28341071258806627,0.07290671696666666,0.11350376495110671,0.0715762497,0.014712537314148896,0.07274436088666666,0.01738706468055657,17.272401323193332,4.505124301875337,0.0123704545,0.0032950278453949588,7.388187410253333,2.366156085504226,1.87647653802,0.588629172521283
